"p","q10","q50","q90","mean_test"
0.283766666666667,2.7393685964456,1.07498939678845,0.00658242380524689,0.77720256648704
0.287925,2.72341435974748,1.11316874940923,0.00722377675547099,0.79894753139556
0.292083333333333,2.70586992888601,1.15158554033342,0.00791688012522436,0.820930867238841
0.296241666666667,2.68679250604335,1.19019828703431,0.00866502576630206,0.843141443004218
0.3004,2.66623977094442,1.22896486226445,0.00947165515984396,0.865567564496492
0.304558333333333,2.64426976792918,1.2678425642149,0.0103403629828825,0.888196986200222
0.308716666666667,2.62094079772984,1.30678818705619,0.0112749006149743,0.911016924121685
0.312875,2.59631131385431,1.34575809175074,0.0122791795772863,0.934014069570237
0.317033333333333,2.57043982347808,1.3847082770289,0.0133572748963183,0.95717460383925
0.321191666666667,2.54338479274773,1.42359445042303,0.0145134283842551,0.980484213747195
0.32535,2.51520455640006,1.46237209925632,0.0157520518277499,1.00392810799986
0.329508333333333,2.48595723160195,1.50099656148514,0.0170777300767546,1.0274910343351
0.333666666666667,2.45570063591659,1.5394230962964,0.01849522402482,1.05115729741191
0.337825,2.42449220930306,1.57760695436305,0.0200094734721023,1.07491077740609
0.341983333333333,2.39238894005689,1.61550344766387,0.0216255998621213,1.09873494927506
0.346141666666667,2.35944729460015,1.6530680187752,0.023348908883127,1.12261290265492
0.3503,2.32572315103062,1.69025630954522,0.0251848929247419,1.14652736235316
0.354458333333333,2.29127173634045,1.72702422906306,0.0271392333803576,1.17046070940096
0.358616666666667,2.25614756721561,1.76332802083787,0.0292178027855735,1.19439500262925
0.362775,2.22040439432838,1.79912432910469,0.0314266667827776,1.21831200073327
0.366933333333333,2.18409515003604,1.83437026417672,0.0337720859017799,1.24219318479077
0.371091666666667,2.14727189939978,1.86902346676545,0.0362605171462182,1.26601978119921
0.37525,2.1099857944387,1.90304217119275,0.0388986153752686,1.28977278499806
0.379408333333333,2.07228703153501,1.93638526742096,0.0416932344700028,1.31343298354238
0.383566666666667,2.03422481190689,1.96901236182955,0.0446514282735446,1.33698098049447
0.387725,1.99584730506696,2.00088383666904,0.0477804512939906,1.36039722010078
0.391883333333333,1.95720161518477,2.03196090812515,0.0510877591588671,1.38366201172154
0.396041666666667,1.91833375027286,2.06220568292858,0.0545810088097102,1.4067555545812
0.4002,1.8792885941169,2.09158121344781,0.0582680584251642,1.42965796270794
0.404358333333333,1.84010988087101,2.12005155120485,0.0621569670608044,1.45234929003114
0.408516666666667,1.80084017224071,2.14758179875597,0.0662559939937011,1.47480955560595
0.412675,1.76152083717649,2.17413815988184,0.0705735977595539,1.4970187689346
0.416833333333333,1.722192034002,2.19968798803363,0.0751184348700331,1.51895695535446
0.420991666666667,1.68289269490206,2.22419983298398,0.0798993581977782,1.54060418146329
0.42515,1.64366051269597,2.24764348563416,0.0849254150163144,1.56194058055256
0.429308333333333,1.60453192982326,2.26999002093058,0.0902058446819549,1.58294637802
0.433466666666667,1.56554212946925,2.29121183884667,0.0957500759445726,1.60360191673317
